ID;Название;Тип постройки;Дата основания;Архитектор;Статус;Современный адрес;Краткое описание;Посвящение;lat;lon
8681;Собор Павла Апостола в Гатчине;церковь;1846;1846-1852: Кузьмин Р. И.;действ.;Ленинградская обл., Гатчинский р-н, г. Гатчина, ул. Соборная, 26;"Кирпичное здание четырёхстолпного пятикупольного собора построено в 1846-1852 арх. Р. И. Кузьминым в русско-византийском стиле по проекту, сочетавшему формы древнерусского зодчества (пятиглавие, криволинейные очертания кровли) с композиционными приемами классицизма. Главный престол освящен 29 июня 1852, позднее - приделы Константина и Елены, Александра Невского в верхнем храме и в честь десныя руки Св. Иоанна Крестителя - в нижнем. Отделка завершена в 1863. 24 окт. 1920 свмч. митрополит Петрогр. Вениамин освятил малый временный теплый храм в крипте. Закрыт постановлением през. Леноблисполкома от 11 мая 1939, 28 апр. 1941 утверждены проект и смета на реконструкцию под кинотеатр. Частично разрушен огнем немецкой артиллерии в авг.-сент. 1941, нижний храм действовал с окт. 1941, это помещение в годы войны служило и убежищем горожан. В 1944 после ремонта кровли начаты службы в верхнем храме. 30 дек. 1946 в нижнем храме освящен придел в иконы Божией Матери ""Утоли моя печали"". К сер. 1950-х почти уничтоженные интерьеры восстановлены, 30 сент. 1956 собор освящен после завершения ремонта верхнего храма. Более не закрывался.";"Павла Апостола; Иконы Божией Матери Утоли Моя Печали; Иоанна Предтечи; Константина и Елены; Александра Невского";59.564834;30.129944
11278;Собор Покрова Пресвятой Богородицы в Гатчине;церковь;1896;;действ.;Ленинградская обл., г. Гатчина, ул. Красная, 1А;Большой кирпичный храм эклектичной архитектуры, сооружённый в 1905-1914 на средства К. К. Карпова при подворье женского Пятигорского монастыря. Четырёхстолпная постройка с центральным световым куполом, малыми главками над боковыми рукавами креста и шатровой колокольней. Приделы Александро-Невский и Никольский. Закрыт в 1939. Возвращён верующим в 1992, в цоколе устроен придел Иоанна Кронштадтского (1996).;"Покрова Пресвятой Богородицы; Александра Невского; Иоанна Кронштадтского; Николая Чудотворца";59.564223;30.121754
13661;Церковь Всех Святых в Гатчине;церковь;1888;1888-1889: Дмитриев Н. В. – строительство по собств. проекту;действ.;Ленинградская обл., г. Гатчина, ул. Солодухина;Кирпичная кладбищенская церковь, построенная в 1888-1889 вместо существовавшей с 1851 часовни. Одноглавый четверик с боковыми притворами и шатровой колокольней, украшенный богатым декором в псевдорусском стиле. Закрыта в 1939, повреждена в войну, долгое время пустовала. В настоящее время в тяжелом состоянии, своды основного объема рухнули. В кон. 2000-х начаты восстановительные работы. В 2014 создан приход. Начиная с Пасхи 2015 в храме проводятся регулярные богослужения;Всех Святых;59.557353;30.143695
33481;Церковь Марии Гатчинской в Гатчине;церковь;2020;нет данных;действ.;Ленинградская обл., Гатчинский р-н, г. Гатчина, ул. Соборная;Деревянная однопрестольная церковь построена в 2020-2021 на территории Павловского собора для проведения богослужений в период реставрации собора. Освящена 19 мая 2021. Постройка простой архитектуры - четверик под двухскатной крышей с главой, с апсидой, притвором и южным крыльцом.;Марии Гатчинской;59.565198;30.13015
11279;Церковь Покрова Пресвятой Богородицы в Мариенбурге;церковь;1886;;действ.;Ленинградская обл., г. Гатчина, ул. Круговая, 7;Кирпичная церковь в псевдорусском стиле, сооружённая в 1886-1888. Бесстолпный пятиглавый четверик, окружённый папертями, со звонницей над западным крыльцом и богатым декором. Закрыта в 1933. В 1942, во время оккупации, богослужения возобновлены, более не закрывалась.;Покрова Пресвятой Богородицы;59.567139;30.080395
13663;Церковь Троицы Живоначальной в Гатчинском дворце;церковь;1780;1799-1800: Захаров А. Д. – перестройка;действ.;Ленинградская обл., г. Гатчина, Красноармейский пр., 1;Домовый храм в Гатчинском дворце, устроенный в северо-восточном углу западного (Кухонного) каре дворца, под башней. Сооружен в 1780-1782 одновременно с дворцом, реконструирован в 1844-1849 при реконструкции дворца. Богослужения не проводились с 1917, сильно пострадал после поджога дворца немцами в 1944. Богослужения проводятся с 1999, ведется постепенное восстановление интерьера.;Троицы Живоначальной;;
18079;Церковь Троицы Живоначальной в реальном училище в Гатчине;церковь;1907;1907-1911: Харламов Л. М.;сохр.;Ленинградская обл., г. Гатчина, Чкалова ул., 2;Домовый храм при гатчинском реальном училище, выстроенном в 1899-1900. Устроен в специальной пристройке к зданию училища, сооруженной в 1907-1911. Закрыт в 1918, помещение занято под нужды школы, церковная пристройка хорошо заметна и сейчас.;Троицы Живоначальной;59.557294;30.126606
13662;Церковь Усекновения Главы Иоанна Предтечи в Гатчине;церковь;1910;1910: Яхтман А.;действ.;Ленинградская обл., г. Гатчина, ул. Солодухина;Церковь на гатчинском кладбище, построенная в 1910 как крупная часовня. Кубическое одноглавое здание с полукруглой апсидой. На рубеже 1920-1930-х передана старообрядческой общине, в 1938 закрыта. В 1942 вновь открыта, освящена как православная церковь. В 1967 снова закрыта, в 1990 возвращена верующим, отремонтирована в сер. 2000-х. Первое богослужение в восстанавливаемом храме прошло в 2014. Ныне входит в приход Всехсвятской церкви.;Усекновения Главы Иоанна Предтечи;59.556981;30.142402
20254;Часовня на Гатчинском кладбище;часовня;2001;нет данных;действ.;Ленинградская обл., Гатчинский р-н, Гатчинское кладб. (у д. Пижма);Небольшая деревянная часовня, шестигранная в плане, сооруженная в 2001 на действующем городском кладбище Гатчины.;;59.5196;30.144123
13265;Церковь Рождества Пресвятой Богородицы в Гимреке;церковь;;1970-е: Коляда М. И. – реставрация;сохр.;Ленинградская обл., Подпорожский р-н, д. Гимрека;Деревянная шатровая церковь на подклете с отдельно стоящей шатровой колокольней. Точно установленной даты не имеет, в литературе встречаются даты 1659, 1682, 1695. Высокий четверик завершен восьмериком, несущим шатер, с востока к нему примыкает крытый бочкой алтарь, с запада трапезная. В сер. XIX в. обшита тесом. Приделы Антония Римлянина и Антония Великого. Закрыта не позже 1930-х. Отреставрирована в 1970-х с разборкой тесовой обшивки и восстановлением крылец. Заперта.;"Рождества Пресвятой Богородицы; Антония Римлянина; Антония Великого";61.152119;35.607832
21105;Церковь Рождества Иоанна Предтечи в Глебычево;церковь;2006;2006-2007: Зайцев А. П.;действ.;Ленинградская обл., Выборгский р-н, пос. Глебычево;Деревянная церковь, построенная в 2006-2007 в военном городке при авиабазе. Шатровый храм с боковыми притворами, перекрытыми двускатными кровлями, с обходной галереей и звонницей в верхней части западного притвора.;Рождества Иоанна Предтечи;60.449826;28.719247
17341;Церковь Георгия Победоносца в Ландышах;церковь;;нет данных;действ.;Ленинградская обл., Тосненский р-н, д. Глинка, КП Ландыши;"Деревянная церковь-часовня, трёхчастный сруб под двухскатной кровлей с небольшой главкой над восточной частью, построена на средства инвесторов коттеджного посёлка ""Ландыши"" как часть будущего храмового комплекса.";Георгия Победоносца;59.670751;30.5151
20439;Церковь Рождества Пресвятой Богородицы в Ландышах;церковь;2012;нет данных;действ.;Ленинградская обл., Тосненский р-н, д. Глинка, КП Ландыши;"Храм, заложенный 22 сент. 2012 в коттеджном поселке ""Ландыши"". Железобетонный каркас с заполнением пеноблоками, обложенный кирпичом. Двусветный пятиглавый четверик с притвором и шатровой колокольней, с декором в псевдорусском стиле. Освящен великим освящением 11 дек. 2016.";Рождества Пресвятой Богородицы;59.670721;30.515116
15178;Часовня Николая Чудотворца в Гоморовичах;часовня;;нет данных;действ.;Ленинградская обл., Подпорожский р-н, д. Гоморовичи, ул. Ключевая, 18;Деревянная клётская часовня с притвором, состоит из двух разновеликих срубов под двухскатными покрытиями. После 2008 ремонтировалась (смена кровли). Богослужения проходят не регулярно.;Николая Чудотворца;60.898763;34.734253
9278;Церковь Троицы Живоначальной в Гора-Валдае;церковь;кон. XIX в.;1898-1903: Косяков В. А.;действ.;Ленинградская обл., Ломоносовский р-н, д. Гора-Валдай;Каменная церковь в русском стиле, построена на средства купца И. А. Воронина по проекту архитектора В. А. Косякова. В 1920-х закрыта. В конце 1990-х возвращена верующим, восстанавливается.;Троицы Живоначальной;59.969232;29.202787
18940;Церковь Преображения Господня в Горбунках;церковь;;нет данных;действ.;Ленинградская обл., Ломоносовский р-н, пос. Горбунки, ул. 3-й квартал, 15А;"Деревянная церковь простой архитектуры, представляет собой прямоугольный объём под двухскатной крышей с шатром и главкой на небольшом восьмерике; с западного фасада устроена колокольня. Первоначально здание строилось для церковно-приходской школы, но за неимением средств на строительство храма, перестроено как церковь.";Преображения Господня;59.813653;29.972564
6645;Молитвенный дом Троицы Живоначальной в Хвалово;церковь;1995;нет данных;действ.;Ленинградская обл., Волховский р-н, д. Горка Хваловская, ул. Ленина, 6;Деревянный одноглавый молитвенный дом. Сооружен в 1995 для проведения богослужений в связи с невозможностью быстрого восстановления каменной церкви.;Троицы Живоначальной;59.952029;32.731136
6644;Церковь Троицы Живоначальной в Хвалово;церковь;не позже XVI в.;1820-1826: Макушев А.;действ.;Ленинградская обл., Волховский р-н, д. Горка Хваловская, ул. Ленина, 6;Большой однокупольный кирпичный храм с трапезной и колокольней. Хороший образец стиля классицизма. Построен в 1820-1826, приделы Никольский и Рождество-Богородицкий. Закрыт в 1941, возвращен верующим в 1990-х. Восстановление храма затянулось, вновь освящен 2 окт. 2018.;"Троицы Живоначальной; Рождества Пресвятой Богородицы; Николая Чудотворца";59.952041;32.731566
4648;Часовня Спаса Всемилостивого в Горной Шальдихе;часовня;;нет данных;действ.;Ленинградская обл., Кировский р-н, д. Горная Шальдиха;Каменная придорожная часовня в русском стиле. Построена целиком из Путиловского камня. В советское время закрыта. Вновь возвращена верующим в 2007 году. Приписана к церкви Ксении Петербургской в Приладожском.;Спаса Всемилостивого;59.874148;31.460788
13856;;;;;;;;;58.536865;29.807796
13858;;;;;;;;;58.537092;29.807426
16907;;;;;;;;;59.745732;29.615407
26771;;;;;;;;;60.695085;30.220019
18076;Часовня Николая Чудотворца в Даймище;часовня;2005;нет данных;действ.;Ленинградская обл., Гатчинский р-н, д. Даймище;Деревянная восьмигранная часовня с шатровым завершением, сооруженная в 2005-2009. Приписана к Рождественской церкви в Рождествено.;Николая Чудотворца;59.320698;29.891647
4351;Церковь Покрова Пресвятой Богородицы в Дубно;церковь;нач. XVIII в.;нет данных;сохр.;Ленинградская обл., Волховский р-н, с. Дубно;Деревянная церковь в селе Дубно известна с 1716. Настоящая каменная трехпрестольная церковь с Никольским и Всехсвятским приделами построена крестьянином села Василием Иоанникиевым, крестником Петра Первого. В советское время закрыта.;Покрова Пресвятой Богородицы;60.218313;31.968413
17263;Церковь Иконы Божией Матери Владимирская в Дылицах;церковь;нач. XVIII в.;1762-1766: Чевакинский С. И.;сохр.;Ленинградская обл., Гатчинский р-н, д. Дылицы;Кирпичный однокупольный храм в формах елизаветинского барокко, построенный в 1762-1766, редкий памятник зодчества. Крестообразная в плане постройка с колокольней. Частично перестроен в 1841-1842, устроен Александро-Невский придел. Окончательно закрыт в 1941, в войну повреждена, свод купола обрушился в 1980-х. В настоящее время в аварийном состоянии.;"Иконы Божией Матери Владимирская; Александра Невского";59.482753;29.751642
17500;Церковь в Дятлицах (деревянная);церковь;2011;нет данных;действ.;Ленинградская обл., Ломоносовский р-н, д. Дятлицы;Деревянная церковь, заложенная в 2011 рядом с находящимся в сложном состоянии каменным храмом. Небольшой клетский храм с прямоугольным алтарем и трапезной.;;59.696896;29.65272
17499;Церковь Покрова Пресвятой Богородицы в Дятлицах;церковь;не позже XV в.;нет данных;действ.;Ленинградская обл., Ломоносовский р-н, д. Дятлицы;Кирпичный храм, построенный в 1771-1775 на средства графа К. Г. Разумовского. Образец зрелого классицизма, крестообразный в плане храм с боковыми притворами, полукруглым алтарем и притвором с колокольней, завершенный низкой ротондой. Закрыт в 1939, к 1990-м в аварийном состоянии. В 2009 возвращен верующим, ремонтируется.;Покрова Пресвятой Богородицы;59.696587;29.653685
18075;Часовня Иконы Божией Матери Тихвинская в Еглизи;часовня;1895;нет данных;действ.;Ленинградская обл., Тосненский р-н, д. Еглизи;Деревянная часовня, обшитая тесом. Пятигранная в плане постройка под низкой кровлей с главкой. Построена в 1994 на месте разрушенной в советские годы старой часовни, выстроенной в память спасения Николая II от покушения в Японии.;Иконы Божией Матери Тихвинская;59.544635;30.703252
18074;Церковь Иконы Божией Матери Владимирская в Елизаветино;церковь;1996;нет данных;действ.;Ленинградская обл., Гатчинский р-н, д. Елизаветино, ул. Парковая, 17;Небольшая деревянная клетская церковь с притвором, сооруженная в 2004-2005 в связи с невозможностью быстрого восстановления каменной церкви в Дылицах.;Иконы Божией Матери Владимирская;59.490227;29.778131
18816;Церковь Ксении Петербургской в Жабино;церковь;2008;нет данных;действ.;Ленинградская обл., Гатчинский р-н, д. Жабино;Кирпичный одноглавый храм в русском стиле с притвором, сооруженный в 2008-2012 попечением местных жителей. Освящен 10.11.2012 еп. Гатчинским Амвросием.;Ксении Петербургской;59.601751;29.683169
26781;Церковь Петра и Павла в Житково;церковь;2015;нет данных;действ.;Ленинградская обл., Выборский р-н, пос. Житково;Деревянная церковь - клеть под двускатной крышей, с шатровой колокольней у западного фасада. Построена в 2015, освящена 14 янв. 2016. Приписана к Успенской церкви в Барышево. .;Петра и Павла;60.68966;29.330756
20081;Часовня Иконы Божией Матери Тихвинская в Загорье;часовня;не позже XIX в.;нет данных;действ.;Ленинградская обл., Сланцевский р-н, д. Загорье;Кирпичная четверогранная часовня с шатровым завершением и притвором, построенная в 1910-х вместо деревянной. Приписана к церкви в Ложголово. В настоящее время отремонтирована.;Иконы Божией Матери Тихвинская;59.163081;28.727372
26519;Церковь Пантелеимона Целителя в Загубье;церковь;2001;нет данных;действ.;Ленинградская обл., Волховский р-н, д. Загубье;Деревянная одноглавая однопрестольная церковь, строительство которой начато в 2001 в связи с опасностью проведения служб в разрушающейся Спасо-Преображенской церкви. Службы начаты в 2004, освящена 31 июля 2005.;Пантелеимона Целителя;60.43049;32.771148
28649;Церковь Преображения Господня в Загубье;церковь;не позже нач. XVIII в.;нет данных;сохр.;Ленинградская обл., Волховский р-н, д. Загубье;Каменная двухпрестольная церковь с Георгиевским приделом (1839), построена на средства прихожан вместо прежней деревянной (1718), сгоревшей в 1824. Деревянная ротонда (не сохр.) на четверике с трапезной и ярусной колокольней. В советское время закрыта, сломаны завершения, заброшена. В 1997 возвращена верущим.;"Преображения Господня; Георгия Победоносца";;
21020;Церковь Михаила Архангела в Зажупанье;церковь;1903;1903-1908: Андреев С. И.;действ.;Ленинградская обл., Сланцевский р-н, д. Зажупанье;Кирпичная церковь, сооружённая в 1903-1908 в дальних деревнях доложского прихода, в 1908 выделенных в отдельный приход. Пятиглавый четверик с богатым декором в псевдорусском стиле, с боковыми притворами, небольшой трапезной и шатровой колокольней. В 1939 закрыта, во время оккупации открыта, вновь закрыта в 1962. В 1990 возвращена верующим в аварийном состоянии. Службы возобновлены в мае 2017.;Михаила Архангела;58.914796;28.628741
23374;Церковь Покрова Пресвятой Богородицы в Замостье;церковь;не позже 1539;нет данных;сохр.;Ленинградская обл., Тосненский р-н, ур. Замостье (1 км СЗ д. Васькины Нивы);Небольшая кирпичная церковь в формах классицизма, построенная в 1798-1806 на средства П. В. Волкова. Четверик с полукруглым алтарем. Закрыта в 1936. Пустует, венчания обрушились.;Покрова Пресвятой Богородицы;59.493125;31.269643
30442;Часовня Петра и Павла в Заозерье;часовня;XVIII в.;нет данных;действ.;Ленинградская обл., Подпорожский р-н, д. Заозерье, ул. Петропавловская, 26А;Деревянная часовня покрытая тесом. Четверик с западной галереей и крыльцом, под двухскатной кровлей с главкой и колокольней. Принадлежала Николаевской церкви в Согиницах. В 2020- 2021 выполнены ремонтно-реставрационные работы в соответствии с Государственной программой Ленинградской области.;Петра и Павла;61.078019;34.246439
6788;Церковь Климента, папы Римского, в Заполье;церковь;не позже XV в.;нет данных;сохр.;Ленинградская обл., Лужский р-н, д. Заполье;Кирпичная церковь типа восьмерик на четверике с классицистическим декором, интересная пятиглавым завершением восьмерика, с трапезной и колокольней. Построена в 1827. Закрыта в 1939, позже разрушены трапезная и колокольня. В настоящее время возвращена РПЦ, ремонт еще не начат.;Климента, папы Римского;58.916428;30.646693
20018;Церковь Петра и Павла в Заполье;церковь;не позже 1-й трети XVIII в.;1898-1901: Никонов Н. Н.;сохр.;Ленинградская обл., Волосовский р-н, д. Заполье;Кирпичная церковь в псевдорусском стиле, сооруженная в 1898-1901. Однокупольная постройка с колокольней. В 1941 закрыта, в войну сильно повреждена. Пустует.;Петра и Павла;59.373931;29.494668
21018;Церковь Успения Пресвятой Богородицы в Заручье (каменная);церковь;не позже XVI в.;1896-1899: Никонов Н. Н. – перестройка;сохр.;Ленинградская обл., Сланцевский р-н, д. Заручье;Кирпичная церковь с декором в русско-византийском стиле, построенная в 1858-1864 при помощи вел. кн. Константина Николаевича. Трёхнефный храм с поперечным трансептом и шатровой колокольней над западным притвором. Приделы Михаила Архангела и Константина и Елены. Закрыта в 1939. Восстанавливается с 1990, но пока отремонтирована только колокольня.;"Успения Пресвятой Богородицы; Константина и Елены; Михаила Архангела";58.960152;28.510614
21019;Часовня Успения Пресвятой Богородицы в Заручье;часовня;не позже XIX в.;нет данных;действ.;Ленинградская обл., Сланцевский р-н, д. Заручье;"Кирпичная ""входная"" часовня в псевдорусском стиле. Четверик со срезанными углами, завершённый шатром с главкой. Отремонтирована в 1990-х.";Успения Пресвятой Богородицы;58.960008;28.509434
20196;Зеленецкий Троицкий мужской монастырь;монастырь;нач. 1560-х;: Сырков Ф. Д.;действ.;Ленинградская обл., Волховский р-н, пос. Зеленец;Мужской монастырь, основанный в нач. 1560-х прп. Мартирием Зеленецким. В Смутное время разорён, позже восстановлен. Отстроен в камне в 1680-х попечением митр. Новгородского Корнилия, постриженника монастыря. Помимо храмов были сооружены келейные корпуса и отдельно стоящая шатровая колокольня, ограда с башнями. К нач. ХХ в. немноголюден. Закрыт в 1919, в постройках размещались коммуна, трудовая колония, подсобное хозяйство, дом инвалидов. С 1975 постройки пустовали, с 1980-х реставрировались. Вновь открыт в 1991.;;59.788795;32.774308
20197;Собор Троицы Живоначальной в Зеленецком Троицком монастыре;церковь;нач. 1560-х;нет данных;действ.;Ленинградская обл., Волховский р-н, пос. Зеленец;Кирпичный храм на подклете, возведённый в 1684. Четырёхстолпная пятиглавая постройка с пощипцовым завершением фасадов, с трёхапсидным алтарём с востока, с севера и запада охваченная закрытыми папертями (реконструированы в 1886). В XVIII-XIX вв. устроены кровля на четыре ската и новые купола. В цокольном этаже престол Иоанна Богослова (1773). Закрыт не позже 1920-х, реставрировался с 1980-х, восстановлены первоначальные формы венчаний.;"Троицы Живоначальной; Иоанна Богослова";59.788811;32.774737
20198;Церковь Благовещения Пресвятой Богородицы в Зеленецком Троицком монастыре;церковь;ок. 1570;нет данных;действ.;Ленинградская обл., Волховский р-н, пос. Зеленец;Кирпичный трапезный храм на высоком подклете, сооружённый к северу от Троицкого собора в 1683 (в ряде источников ошибочно датируется 1560-ми). К одноглавому одноапсидному четверику церкви примыкает с запада обширная трапезная палата, интересная изразцовым обрамлением ряда оконных наличников. Закрыт в 1932, реставрировался с 1980-х. В 1990-х в храме возобновлены богослужения.;Благовещения Пресвятой Богородицы;59.789088;32.774512
20200;Часовня Мартирия Зеленецкого у Зеленецкого Троицкого монастыря;часовня;не позже XIX в.;нет данных;действ.;Ленинградская обл., Волховский р-н, пос. Зеленец;Деревянная часовня в лесу, юго-западнее монастыря, сооружённая на месте первоначального поселения прп. Мартирия. Старая часовня, существовавшая до революции, в ХХ в. разрушена. В 2001 построена новая деревянная одноглавая часовня с клетским завершением.;Мартирия Зеленецкого;59.784561;32.760253
20199;Часовня надкладезная у Зеленецкого Троицкого монастыря;часовня;не позже XIX в.;нет данных;действ.;Ленинградская обл., Волховский р-н, пос. Зеленец;Деревянная часовня, обшитая тесом, восьмигранная в плане, с западным притвором. Основной объём перекрыт куполом с главкой. Сооружена у южной стены монастыря, над чтимым источником.;;59.788098;32.774774
15172;Часовня Иконы Божией Матери Всех Скорбящих Радость в Змеевой Новинке;часовня;2000;нет данных;действ.;Ленинградская обл., Киришский  р-н, д. Змеева Новинка;Деревянная шатровая часовня, построена по типу трёхчастных рубленных храмов. Приписана к Троицкой церкви в Киришах.;Иконы Божией Матери Всех Скорбящих Радость;59.186504;32.572768
7202;Церковь Николая Чудотворца в Ивангороде;церковь;1490-е;нет данных;действ.;Ленинградская обл., Кингисеппский р-н, г. Ивангород;;Николая Чудотворца;59.374675;28.206874
10596;Церковь Троицы Живоначальной на Парусинке;церковь;1873;1873-1875: Кракау А. И.;действ.;Ленинградская обл., Кингисеппский р-н, г. Ивангород;Кирпичная церковь, сооружённая в 1873-1875 на средства барона А. Л. Штиглица в память цесаревича Николая Александровича. Хороший пример стилизации форм московского зодчества 2-й пол. XVII в. Пятиглавый четверик с трапезной и шатровой колокольней, с богатым и продуманным декором. Первоначально приписана к Преображенскому собору Нарвы. Закрыта в 1944, к 1980-м заброшена. Возвращена верующим в 1997, отреставрирована.;Троицы Живоначальной;59.351539;28.193879
7201;Церковь Успения Пресвятой Богородицы в Ивангороде;церковь;сер. XVI в.;1507-1509: Грек М.;действ.;Ленинградская обл., Кингисеппский р-н, г. Ивангород;Каменная трёхапсидная церковь на подклете с тёплым Покровским приделом. Строительство приписывается (предположительно) венецианскому арх. Маркусу Греку. В кон. XVII в., после взятия Ивангорода шведами, в церкви размещалась лютеранская кирха. Вновь освящена в 1744, в период 1827-1864 подчинялась военному ведомству. Закрыта в 1940-х, возвращена верующим в сер. 1990-х.;"Успения Пресвятой Богородицы; Покрова Пресвятой Богородицы";59.374949;28.206515
19848;Церковь Иоанна Богослова в Ивановском;церковь;1901;1901-1905: Косяков В. А.;действ.;Ленинградская обл., Кингисеппский р-н, пос. Ивановское;Кирпичная церковь в псевдорусском стиле в поселке при бумагопрядильной фабрике, выстроенная в 1901-1905 попечением Н. И. Гирс. Первоначально приписана к храму в Ястребине, с 1911 приходская. Пятиглавый четверик с симметричными алтарём и притворами, с шатровой колокольней. Закрыта в 1936, венчания сломаны. В 2001 возвращена верующим, ремонтируется.;Иоанна Богослова;59.284499;28.870249
19849;Часовня-часовня Троицы Живоначальной в Ивановском;церковь;2000;нет данных;действ.;Ленинградская обл., Кингисеппский р-н, пос. Ивановское;Деревянная часовня, сооруженная в 2000 на кладбище. В 2001-2002 реконструирована в небольшой храм. Одноглавый четверик с алтарем и притвором.;Троицы Живоначальной;59.283745;28.86604
20019;Церковь Иконы Божией Матери Казанская в Изваре;церковь;1914;;действ.;Ленинградская обл., Волосовский р-н, д. Извара;Кирпичная домовая церковь в неорусском стиле, пристроенная к двухэтажному зданию сельскохозяйственной школы Земледельческой колонии. Сооружена в 1914-1917, вскоре после революции закрыта. В 1991 возвращена верующим.;Иконы Божией Матери Казанская;59.354732;29.518515
8886;Церковь Николая Чудотворца в Ильешах;церковь;;;действ.;Ленинградская обл., Волосовский р-н, д. Ильеши;;Николая Чудотворца;59.502564;29.106292
26778;Церковь Ирины Великомученицы в Ириновке;церковь;2018;нет данных;действ.;Ленинградская обл., Всеволожский р-н, д. Ириновка;Деревянная церковь-часовня, перевезенная из Путилково Кировского р-на. Крестообразная в плане постройка под низкой шатровой кровлей. Вновь освящена как Ирининская 30 сент. 2018.;Ирины Великомученицы;60.077693;30.92729
20447;Церковь Модеста, патриарха Иерусалимского, в Иссаде;церковь;не позже XVI в.;1867: Мусселиус А. В. (?);сохр.;Ленинградская обл., Волховский р-н, д. Иссад;Кирпичная тёплая церковь, построенная в 1866-1867 на средства купца Н. Ф. Кулагина. Прямоугольный в плане односветный объём с прямоугольными алтарём и притвором, увенчанный небольшим декоративным восьмериком под шатром. Закрыта в 1940. К 2000-м от храма осталась только коробка стен без перекрытий. Возвращена верующим в 2005, ремонтируется.;Модеста, патриарха Иерусалимского;60.070057;32.340828
3819;Церковь Троицы Живоначальной в Иссаде;церковь;не позже XVI в.;;действ.;Ленинградская обл., Волховский р-н, с. Иссад, д. 14А;Кирпичная церковь, построенная в 1863-1866 на средства купца Н. Ф. Кулагина и местных землевладельцев. Четырехстолпный храм в русско-византийском стиле, завершенный пятью восьмигранными барабанами с шатровыми куполами, с притвором и шатровой колокольней. Приделы Алексия, человека Божия, и сщмч. Назария. Закрыта в 1941, к 1990-м заброшена, в сложном техническом состоянии. В 2005 возвращена верующим, ремонтируется.;"Троицы Живоначальной; Алексия, человека Божия";60.069789;32.341214
30247;Церковь Георгия Победоносца в Казыченской;церковь;;нет данных;сохр.;Ленинградская обл., Подпорожский р-н, д. Казыченская;;Георгия Победоносца;60.395568;35.056277
30248;Часовня в Казыченской;часовня;2004;нет данных;действ.;Ленинградская обл., Подпорожский р-н, д. Казыченская, у моста через р. Оять;Деревянная часовня под двухскатной крышей с крестом, обшитая досками, построена в 2004.;;60.394622;35.061526
