id;name;type;foundation_date;architect;status;address;short_description;dedications;lat;lon
3671;Часовня Дорофея, епископа Тирского (?), в Щекутово;часовня;1-я пол. 2000-х;нет данных;действ.;Московская обл., адм. тер. Павловский Посад, д. Щекутово;Кирпичный часовенный столб. Приписан к церкви в Саурово.;Дорофея, епископа Тирского;55.755917;38.749460
5505;Собор Троицы Живоначальной в Щелково;церковь;1909;;действ.;Московская обл., адм. тер. Щелково, г. Щелково, Пролетарский просп., 8;Кирпичная четырехстолпная трехнефная однокупольная церковь с пониженными боковыми нефами и колокольней над западным входом. Здание в духе модерна с чертами неоготики. Сооружена в 1909-1916 в память рождения цесаревича Алексея. В настоящее время освящены боковые Успенский и Алексиевский приделы, в подвале крестильня с храмом Софии, Веры, Надежды и Любови. Закрыта в 1929, занята театром, позже заводским цехом, венчания сломаны. Возвращена верующим в 1990, отреставрирована. Освящена 5 дек. 2010 великим чином.;"Троицы Живоначальной; Алексия, митрополита Московского; Веры, Надежды, Любови и Софии; Успения Пресвятой Богородицы";55.920528;37.999380
7903;Церковь Георгия Победоносца в Заозерном;церковь;нач. 2000-х;нет данных;действ.;"Московская обл., г. Щелково, СНТ ""Заозерный""";Небольшая деревянная церковь-часовня в дачном посёлке, сооружённая в нач. 2000-х. Была приписана к Смоленской церкви Ивантеевки, сейчас - к церкви Державной Богоматери во Фрязино.;Георгия Победоносца;55.975618;37.990530
7899;Церковь Елисаветы Феодоровны Преподобномученицы при Щелковской районной больнице №1;церковь;кон. 1990-х - нач. 2000-х;нет данных;действ.;Московская обл., г. Щелково, ул. Фрунзе;Домовый храм в 1-й Щелковской районной больнице. Устроен в помещении, внешне никак не выделен. Приписан к Троицкому собору.;Елисаветы Феодоровны Преподобномученицы;;
7894;Церковь Иконы Божией Матери Знамение в Амерево;церковь;не позже XVI в.;нет данных;действ.;Московская обл., г. Щелково, ул. Амеревская;Кирпичная однокупольная церковь в русско-византийском стиле, сооруженная в 1842-1849 на средства купца Г. М. Фомичева. В 1887 (по другим данным в 1874) расширена, сооружена шатровая колокольня. Боковые приделы Никольский и Космодамианский, в трапезной Казанский придел. В 1940 закрыта, к 1980-м заброшена, в тяжелом состоянии. Возвращена верующим в 1999, ремонтируется.;"Иконы Божией Матери Знамение; Космы и Дамиана; Николая Чудотворца; Иконы Божией Матери Казанская";55.917874;38.042876
7896;Церковь Иконы Божией Матери Спорительница Хлебов при Щелковском хлебозаводе;церковь;2008;2010-е: Фехнер А. В. – интерьеры, внутренний/внешний декор (иконостас );действ.;Московская обл., адм. тер. Щелково, г. Щелково;Новая церковь, заложенная в 2008 на территории Щелковского хлебозавода рядом с просфорным цехом. На хлебозаводе изготавливаются просфоры для многих приходов Московской епархии.;Иконы Божией Матери Спорительница Хлебов;55.920943;38.005044
7898;Церковь Иконы Божией Матери Целительница при Центральной городской больнице;церковь;2000-е;нет данных;действ.;Московская обл., г. Щелково, ул. Парковая, 6А;Домовая церковь в здании Центральной городской больницы Щелково. Приписана к Троицкому собору.;Иконы Божией Матери Целительница;;
7902;Церковь Николая II Царя-страстотерпца в Чкаловском;церковь;1999;2008-2016: Карелин П. Ф.;действ.;Московская обл., г. Щелково, пос. Чкаловский, ул. Гагарина, 15;Небольшая деревянная церковь-часовня в военном городке была сооружена в 2000-2002. Это была клетская одноглавая постройка простой архитектуры. В сер. 2000-х к ней пристроена деревянная шатровая церковь с пятиглавым завершением. Освящена великим чином 5 июня 2016.;Николая II Царя-страстотерпца;55.908358;38.067723
6821;Церковь Николая Чудотворца в Жегалово;церковь;кон. XVI в.;1891: Десятов В. П. – перестройка;действ.;Московская обл., адм. тер. Щелково, г. Щелково, ул. Московская, 109;Кирпичная однокупольная церковь в стиле позднего классицизма с трапезной и колокольней, сооруженная на средства купца Т. Н. Мурашева. В 1891 расширены приделы, в 1906 надстроена колокольня. Приделы Смоленский и Димитриевский. Закрыта в 1940, в 1942 возвращена верующим и более не закрывалась.;"Николая Чудотворца; Димитрия Солунского; Иконы Божией Матери Смоленская";55.896899;37.981732
7895;Церковь Покрова Пресвятой Богородицы в Хомутово;церковь;не позже XVI в.;1800: Кампорези Ф. И. (?);действ.;Московская обл., адм. тер. Щелково, г. Щелково, ул. Широкая, 72;Кирпичный ротондальный храм в стиле классицизма, сооруженный в 1800, окруженный колоннадой. Трапезная с Казанским и Никольским приделами перестроена в 1832, новая колокольня сооружена в 1856. Не закрывался.;"Покрова Пресвятой Богородицы; Николая Чудотворца; Иконы Божией Матери Казанская";55.932540;37.970730
26458;Церковь Серафима Саровского в Щелково;церковь;2003;;действ.;Московская обл., адм. тер. Щелково, г. Щелково, ул. Набережная;Каменный храм - восьмерик со скошенными углами, под восьмилепестковым куполом, с отдельностоящей колокольней. Решение о строительстве принято в 2003, строительство начато в 2007. В 2013 начались регулярные богослужения, 20 дек. 2014 храм освящен великим освящением.;Серафима Саровского;55.923945;37.994635
7901;Часовня в Потапово;часовня;не позже XIX в.;нет данных;действ.;Московская обл., г. Щелково, ул. Потаповская;Кирпичный часовенный столб, приписанный к церкви в Амерево. В ХХ в. был заброшен, отремонтирован в 1998-1999.;;55.916249;38.047488
26218;Часовня Матроны Московской в Бахчиванджи;часовня;2010;нет данных;действ.;"Московская обл., г. Щелково, пос. Бахчиванджи, ул. Беляева, спортгородок ""Юность""";Кирпичный часовенный столп, построенный в 2010 на средства семьи А. Ф. и Т. Пчелкиных. Приписан к церкви Николая Царя-страстотерпца, пос. Чкаловский. Освящен 19 июня 2010.;Матроны Московской;55.884746;38.078996
22072;Часовня Георгия Победоносца в Щемилово;часовня;1999;нет данных;действ.;Московская обл., Ногинский р-н, д. Щемилово, 30 км Горьковского ш.;Крупная деревянная часовня, построенная в 1999-2000 на территории военной части. Четверик под двускатной кровлей с главкой, с алтарём и притвором. Приписана к церкви в Бисерово.;Георгия Победоносца;55.806193;38.069557
745;Церковь Бориса и Глеба в Щербинке;церковь;не позже XVI в.;нет данных;сохр.;Московская обл., адм. тер. Домодедово, д. Щербинка, д. 78;Центрический ярусный храм в стиле классицизма. Белокаменное крестообразное в плане здание с восьмигранным куполом построено в 1795 на средства Е. И. Головкиной. Под отдельно стоящей колокольней в 1858 устроен зимний Рождество-Богородицкий придел. Закрыт не позже 1930-х, при перестройке в 1950-х встроен с колокольней в новый производственный корпус.;"Бориса и Глеба; Рождества Пресвятой Богородицы";55.440052;37.662780
2695;Церковь Троицы Живоначальной на Щербинском кладбище;церковь;1999;нет данных;действ.;Московская обл., адм. тер. Подольск, Щербинское кладб.;Небольшая каменная церковь под с низким шатром на Щербинском кладбище Москвы. Приписана к Знаменской церкви в Захарьине (Москва).;Троицы Живоначальной;55.505746;37.618382
3622;Церковь Всех Святых Русских в Электрогорске;церковь;1999;нет данных;действ.;Московская обл., г. Электрогорск, ул. Святого Константина, 9;Строительство церкви в пос. Электропередача было начато в 1912, но не окончено. В нач. 2010-х начато возведение большого кирпично-блочного храма с шатровым завершением. Сооружена трёхпрестольная церковь с деревянной шатровой колокольней у западного фасада. Приделы Матроны Московской и Александра Невского. Богослужения с 2017.;"Всех Святых Русских; Матроны Московской; Александра Невского";55.885148;38.781297
32945;Церковь Димитрия Солунского в Электрогорске;церковь;не позже 2022;нет данных;действ.;Московская обл., адм. тер. Павловский Посад, г. Электрогорск, кладб.;Каменная однопрестольная кладбищенская церковь, одноглавый четверик с полукруглой апсидой и звонницей над северным входом, построена в 2022-2025. Богослужения совершаются с 15 сент. 2023. Приписана к Всехсвятской церкви.;Димитрия Солунского;55.895544;38.831759
3623;Церковь Покрова Пресвятой Богородицы в Электрогорске;церковь;1999;нет данных;действ.;Московская обл., г. Электрогорск, ул. Святого Константина, 9А;Небольшая деревянная клетская церковь с шатровой колокольней, неплохая стилизация под памятники XVII в. Построена на время подготовки и постройки Всехсвятского храма. Приставной престол Кирилла и Мефодия. В настоящее время используется для отпеваний.;"Покрова Пресвятой Богородицы; Кирилла и Мефодия";55.884927;38.780651
31589;Часовня Матроны Московской в Электрогорске;часовня;;нет данных;действ.;Московская обл., адм. тер. Павловский Посад, г. Электрогорск, Городская пл.;;Матроны Московской;55.880364;38.781028
2240;Церковь Андрея Рублева в Электростали;церковь;1992;;действ.;Московская обл., адм. тер. Электросталь, г. Электросталь, ул. Николаева, 36А;Церковь, оборудованная в нач. 1990-х на время строительства Вознесенского храма в здании бывшей школы ДОСААФ. В 2008-2009 реконструирована, сооружён купол.;Андрея Рублева;55.782494;38.439184
2239;Церковь Вознесения Господня в Электростали;церковь;1990;2019-2022: Мамонов Г. Д. – интерьеры, внутренний/внешний декор (росписи);действ.;Московская обл., адм. тер. Электросталь, г. Электросталь, ул. Чернышевского, 34;Новый большой пятикупольный храм в византийском стиле. Строится с 2006, 11 марта 2015 совершено поднятие колоколов.В феврале 2020 начаты богослужения.;Вознесения Господня;55.783741;38.436681
